MyDay,NENAME,S1_mode_combined_attach_request_times_SEQ,S1_mode_combined_attach_success_times_SEQ
2020/11/12 4:00,MME1MUN,296417,140180
2020/11/12 5:00,MME1MUN,301044,146573
2020/11/12 6:00,MME1MUN,323308,166737
2020/11/12 7:00,MME1MUN,349345,188489
2020/11/12 8:00,MME1MUN,370885,204835
2020/11/12 9:00,MME1MUN,385731,213192
2020/11/12 10:00,MME1MUN,402057,222464
2020/11/12 11:00,MME1MUN,413478,230403
2020/11/12 12:00,MME1MUN,415085,230504
2020/11/12 13:00,MME1MUN,418323,232308
2020/11/12 14:00,MME1MUN,418214,231231
2020/11/12 15:00,MME1MUN,409364,224544
2020/11/12 16:00,MME1MUN,406757,224066
2020/11/12 17:00,MME1MUN,414773,229617
2020/11/12 18:00,MME1MUN,412654,228315
2020/11/12 19:00,MME1MUN,420908,234710
2020/11/12 20:00,MME1MUN,437853,246076
2020/11/12 21:00,MME1MUN,424851,239292
2020/11/12 22:00,MME1MUN,372867,207511
2020/11/12 23:00,MME1MUN,406776,226902
2020/11/13 0:00,MME1MUN,368836,197536
2020/11/13 1:00,MME1MUN,341370,172666
2020/11/13 2:00,MME1MUN,325079,156350
2020/11/13 3:00,MME1MUN,304656,145679
2020/11/13 4:00,MME1MUN,299634,140288
2020/11/13 5:00,MME1MUN,299093,146547
2020/11/13 6:00,MME1MUN,325944,167979
2020/11/13 7:00,MME1MUN,352613,190073
2020/11/13 8:00,MME1MUN,373891,206097
2020/11/13 9:00,MME1MUN,388990,214144
2020/11/13 10:00,MME1MUN,403272,222326
2020/11/13 11:00,MME1MUN,413112,228477
2020/11/13 12:00,MME1MUN,418032,231130
2020/11/13 13:00,MME1MUN,417107,231273
2020/11/13 14:00,MME1MUN,418115,231516
2020/11/13 15:00,MME1MUN,411279,228622
2020/11/13 16:00,MME1MUN,413699,227356
2020/11/13 17:00,MME1MUN,421415,232943
2020/11/13 18:00,MME1MUN,422054,233033
2020/11/13 19:00,MME1MUN,425468,237757
2020/11/13 20:00,MME1MUN,437664,247199
2020/11/13 21:00,MME1MUN,427935,240169
2020/11/13 22:00,MME1MUN,415313,230657
2020/11/13 23:00,MME1MUN,403753,223727
2020/11/14 0:00,MME1MUN,381642,206353
2020/11/14 1:00,MME1MUN,350299,179772
2020/11/14 2:00,MME1MUN,328253,161887
2020/11/14 3:00,MME1MUN,315901,152121
2020/11/14 4:00,MME1MUN,308482,143460
2020/11/14 5:00,MME1MUN,304522,145559
2020/11/14 6:00,MME1MUN,313940,156550
2020/11/14 7:00,MME1MUN,335068,175315
2020/11/14 8:00,MME1MUN,357624,193637
2020/11/14 9:00,MME1MUN,381955,211342
2020/11/14 10:00,MME1MUN,397342,221099
2020/11/14 11:00,MME1MUN,409278,228359
2020/11/14 12:00,MME1MUN,411419,229106
2020/11/14 13:00,MME1MUN,414939,229726
2020/11/14 14:00,MME1MUN,415136,230034
2020/11/14 15:00,MME1MUN,415331,230763
2020/11/14 16:00,MME1MUN,412185,227568
2020/11/14 17:00,MME1MUN,413454,228039
2020/11/14 18:00,MME1MUN,417258,232969
2020/11/14 19:00,MME1MUN,430420,244009
2020/11/14 20:00,MME1MUN,435799,251004
2020/11/14 21:00,MME1MUN,427229,242875
2020/11/14 22:00,MME1MUN,416392,233858
2020/11/14 23:00,MME1MUN,404775,223642
2020/11/15 0:00,MME1MUN,380484,205859
2020/11/15 1:00,MME1MUN,348597,181025
2020/11/15 2:00,MME1MUN,326555,162903
2020/11/15 3:00,MME1MUN,311503,151853
2020/11/15 4:00,MME1MUN,297956,141082
2020/11/15 5:00,MME1MUN,293701,141086
2020/11/15 6:00,MME1MUN,299159,145091
2020/11/15 7:00,MME1MUN,311583,159385
2020/11/15 8:00,MME1MUN,338921,178829
2020/11/15 9:00,MME1MUN,364679,203180
2020/11/15 10:00,MME1MUN,389348,218637
2020/11/15 11:00,MME1MUN,406014,231126
2020/11/15 12:00,MME1MUN,410658,231061
2020/11/15 13:00,MME1MUN,408849,228084
2020/11/15 14:00,MME1MUN,405444,225215
2020/11/15 15:00,MME1MUN,407455,224951
2020/11/15 16:00,MME1MUN,401688,222151
2020/11/15 17:00,MME1MUN,405649,225857
2020/11/15 18:00,MME1MUN,411388,232155
2020/11/15 19:00,MME1MUN,428092,242431
2020/11/15 20:00,MME1MUN,438688,253376
2020/11/15 21:00,MME1MUN,434033,251899
2020/11/15 22:00,MME1MUN,424104,243653
2020/11/15 23:00,MME1MUN,405726,231798
2020/11/09 0:00,MME2BEL,427285,249006
2020/11/09 1:00,MME2BEL,381581,209010
2020/11/09 2:00,MME2BEL,353001,187383
2020/11/09 3:00,MME2BEL,345162,179665
2020/11/09 4:00,MME2BEL,333128,170888
2020/11/09 5:00,MME2BEL,339211,179168
2020/11/09 6:00,MME2BEL,359017,200248
2020/11/09 7:00,MME2BEL,392253,228275
2020/11/09 8:00,MME2BEL,420516,247695
2020/11/09 9:00,MME2BEL,434448,257612
2020/11/09 10:00,MME2BEL,445348,263816
2020/11/09 11:00,MME2BEL,458949,270216
2020/11/09 12:00,MME2BEL,468561,274766
2020/11/09 13:00,MME2BEL,469813,273586
2020/11/09 14:00,MME2BEL,468840,270806
2020/11/09 15:00,MME2BEL,464508,265227
2020/11/09 16:00,MME2BEL,462271,263566
2020/11/09 17:00,MME2BEL,470126,269748
2020/11/09 18:00,MME2BEL,470548,269216
2020/11/09 19:00,MME2BEL,476844,275033
2020/11/09 20:00,MME2BEL,486115,286118
2020/11/09 21:00,MME2BEL,475053,280117
2020/11/09 22:00,MME2BEL,464795,272192
2020/11/09 23:00,MME2BEL,438677,254210
2020/11/10 0:00,MME2BEL,422390,243180
2020/11/10 1:00,MME2BEL,369027,198123
2020/11/10 2:00,MME2BEL,352664,183783
2020/11/10 3:00,MME2BEL,332518,168185
2020/11/10 4:00,MME2BEL,326882,165774
2020/11/10 5:00,MME2BEL,329457,170311
2020/11/10 6:00,MME2BEL,365957,200318
2020/11/10 7:00,MME2BEL,388601,222747
2020/11/10 8:00,MME2BEL,417155,244458
2020/11/10 9:00,MME2BEL,430468,253165
2020/11/10 10:00,MME2BEL,447745,262841
2020/11/10 11:00,MME2BEL,455479,265437
2020/11/10 12:00,MME2BEL,462737,271380
2020/11/10 13:00,MME2BEL,461891,269862
2020/11/10 14:00,MME2BEL,464833,271231
2020/11/10 15:00,MME2BEL,453106,262728
2020/11/10 16:00,MME2BEL,454569,264442
2020/11/10 17:00,MME2BEL,458881,265250
2020/11/10 18:00,MME2BEL,465993,271811
2020/11/10 19:00,MME2BEL,469233,278396
2020/11/10 20:00,MME2BEL,483964,289463
2020/11/10 21:00,MME2BEL,473743,282257
2020/11/10 22:00,MME2BEL,475673,281535
2020/11/10 23:00,MME2BEL,441397,255827
2020/11/11 0:00,MME2BEL,416098,235602
2020/11/11 1:00,MME2BEL,376696,197399
2020/11/11 2:00,MME2BEL,354392,181473
2020/11/11 3:00,MME2BEL,336737,168882
2020/11/11 4:00,MME2BEL,331465,167181
2020/11/11 5:00,MME2BEL,336696,172414
2020/11/11 6:00,MME2BEL,361090,199119
2020/11/11 7:00,MME2BEL,392495,222766
2020/11/11 8:00,MME2BEL,417997,244241
2020/11/11 9:00,MME2BEL,431229,251796
2020/11/11 10:00,MME2BEL,443658,258786
2020/11/11 11:00,MME2BEL,453553,264643
2020/11/11 12:00,MME2BEL,464502,272139
2020/11/11 13:00,MME2BEL,461413,268263
2020/11/11 14:00,MME2BEL,459252,265884
2020/11/11 15:00,MME2BEL,453720,261219
2020/11/11 16:00,MME2BEL,456654,265004
2020/11/11 17:00,MME2BEL,460083,268061
2020/11/11 18:00,MME2BEL,462606,272779
2020/11/11 19:00,MME2BEL,467955,273911
2020/11/11 20:00,MME2BEL,483238,287370
2020/11/11 21:00,MME2BEL,519295,324957
2020/11/11 22:00,MME2BEL,492704,302265
2020/11/11 23:00,MME2BEL,433610,249025
2020/11/12 0:00,MME2BEL,410382,231023
2020/11/12 1:00,MME2BEL,368721,194651
